cadence_id,cadence_name,model,created_at,most_recent_person_added,calls_ever_alltime,salesloft_url
3338609,BDR-CS: 2023-12-06 Webinar - Personal Injury - How to Manage Medical Records and Settlements,BDR,2023-12-07,2024-08-23T14:57:47.563139-07:00,72,https://app.salesloft.com/app/cadences/3338609
3655711,BDR-CS: 2024 Webinar Invite: Personal Injury Product Tour Aug 20 2024 1PM,BDR,2024-08-14,2024-08-14T11:44:50.822370-07:00,0,https://app.salesloft.com/app/cadences/3655711
3616464,BDR-CS: 2024 Webinar Invite: Watch How Law Firms Use Clio for Client Intake,BDR,2024-07-09,2025-09-12T12:18:36.026795-07:00,0,https://app.salesloft.com/app/cadences/3616464
3741069,BDR-CS: 2024 Webinar Invite: Watch How Law Firms Use Clio for Client Intake - Copy,BDR,2024-11-19,never,0,https://app.salesloft.com/app/cadences/3741069
3428629,BDR-CS: 2024-03-05 CLE Webinar: Top Strategies for Improving Your Firm's Client Intake - Registered,BDR,2024-03-05,2025-04-23T10:43:36.417724-07:00,348,https://app.salesloft.com/app/cadences/3428629
3776165,BDR-CS: 2025-01 MM CLE Webinar - Requested Demo (MM),BDR,2025-01-15,2025-08-28T08:36:48.703536-07:00,3,https://app.salesloft.com/app/cadences/3776165
3775785,BDR-CS: 2025-01 MM CLE Webinar - Requested Demo (strat),BDR,2025-01-14,never,0,https://app.salesloft.com/app/cadences/3775785
3796727,BDR-CS: 2025-02 Change Management CLE Webinar - Requested Demo (Strat) ,BDR,2025-02-06,2025-02-07T10:23:53.805335-08:00,2,https://app.salesloft.com/app/cadences/3796727
3850647,"BDR-CS: 2025-04-08 Webinar: Intake CLE - Attended ""Optional Grow Demo"" CQLs",BDR,2025-04-06,2025-11-05T12:39:27.284220-08:00,33,https://app.salesloft.com/app/cadences/3850647
3854212,BDR-CS: 2025-04-08 Webinar: Intake CLE - Complete Plan + Duo Demo CQLs,BDR,2025-04-09,2025-04-16T10:16:24.796693-07:00,55,https://app.salesloft.com/app/cadences/3854212
3885353,BDR-CS: 2025-05 Webinar: Grow Walkthrough - CQLs,BDR,2025-05-14,2025-11-17T07:55:54.023847-08:00,20,https://app.salesloft.com/app/cadences/3885353
3886077,BDR-CS: 2025-05 Webinar: Grow Walkthrough - Poll CQLs,BDR,2025-05-15,2025-05-20T09:26:48.811036-07:00,5,https://app.salesloft.com/app/cadences/3886077
3915030,BDR-CS: 2025-06 Webinar: Grow Walkthrough - CQLs,BDR,2025-06-17,2025-06-18T08:43:05.137425-07:00,8,https://app.salesloft.com/app/cadences/3915030
3915028,BDR-CS: 2025-06 Webinar: Grow Walkthrough - Poll CQLs,BDR,2025-06-17,2025-06-18T08:49:25.849681-07:00,2,https://app.salesloft.com/app/cadences/3915028
3916093,BDR-CS: 2025-06 Webinar: Grow Walkthrough - Recording,BDR,2025-06-18,2025-06-19T09:58:38.920684-07:00,0,https://app.salesloft.com/app/cadences/3916093
3947221,BDR-CS: August Duo Demo Webinar Promo,BDR,2025-07-29,2025-08-12T07:18:11.242104-07:00,0,https://app.salesloft.com/app/cadences/3947221
3947247,BDR-CS: August WHLFUC Advanced Features Webinar Promo,BDR,2025-07-29,2025-08-15T12:49:34.396882-07:00,0,https://app.salesloft.com/app/cadences/3947247
3954418,BDR-CS: Canada - Duo Outbound Feature Heavy - Upload Canadian Firms on US server,BDR,2025-08-06,2026-01-28T11:12:55.235797-08:00,21,https://app.salesloft.com/app/cadences/3954418
3965018,BDR-CS: ClioCon 2025: Invite to customers,BDR,2025-08-19,2025-08-21T11:15:34.924503-07:00,0,https://app.salesloft.com/app/cadences/3965018
3965390,BDR-CS: ClioCon 2025: Invite to customers - Anita,BDR,2025-08-19,2025-08-22T10:38:21.257548-07:00,19,https://app.salesloft.com/app/cadences/3965390
3966327,BDR-CS: ClioCon 2025: Invite to customers - Brittany,BDR,2025-08-20,2025-08-27T12:50:32.107568-07:00,0,https://app.salesloft.com/app/cadences/3966327
3966318,BDR-CS: ClioCon 2025: Invite to customers - Ciara,BDR,2025-08-20,2025-08-22T10:16:56.407167-07:00,0,https://app.salesloft.com/app/cadences/3966318
3966324,BDR-CS: ClioCon 2025: Invite to customers - Gareth,BDR,2025-08-20,2025-08-22T06:53:24.128345-07:00,0,https://app.salesloft.com/app/cadences/3966324
3965395,BDR-CS: ClioCon 2025: Invite to customers - Jarred,BDR,2025-08-19,2025-08-19T13:45:36.480297-07:00,16,https://app.salesloft.com/app/cadences/3965395
3966311,BDR-CS: ClioCon 2025: Invite to customers - Kelly,BDR,2025-08-20,2025-08-22T10:57:27.921254-07:00,0,https://app.salesloft.com/app/cadences/3966311
3966340,BDR-CS: ClioCon 2025: Invite to customers - Liz,BDR,2025-08-20,2025-08-22T10:04:29.745761-07:00,0,https://app.salesloft.com/app/cadences/3966340
3965397,BDR-CS: ClioCon 2025: Invite to customers - Ridwan,BDR,2025-08-19,2025-08-19T13:45:38.344897-07:00,0,https://app.salesloft.com/app/cadences/3965397
3965396,BDR-CS: ClioCon 2025: Invite to customers - Sarah,BDR,2025-08-19,2025-08-20T10:40:04.750104-07:00,0,https://app.salesloft.com/app/cadences/3965396
3688390,BDR-CS: ClioCon In-Person Follow-up Account Reviews ,BDR,2024-09-19,never,0,https://app.salesloft.com/app/cadences/3688390
4044925,BDR-CS: December 2025 Webinar Events Email Invite,BDR,2025-11-26,2025-12-15T09:22:29.133241-08:00,0,https://app.salesloft.com/app/cadences/4044925
3775462,BDR-CS: Duo CQL = Visited Feature Page | Solo ,BDR,2025-01-14,2025-08-27T14:44:17.278766-07:00,18,https://app.salesloft.com/app/cadences/3775462
3913862,BDR-CS: Duo CQL= AI Course Completion ,BDR,2025-06-16,2025-11-25T12:01:44.791752-08:00,62,https://app.salesloft.com/app/cadences/3913862
3891563,BDR-CS: Duo CQL= Downloaded a Guide (AI Content) | May - Trial Lawyers Push,BDR,2025-05-21,2025-06-06T07:08:27.837407-07:00,222,https://app.salesloft.com/app/cadences/3891563
3898163,BDR-CS: Duo CQL= Downloaded a Guide (AI Content) | Q2,BDR,2025-05-29,never,0,https://app.salesloft.com/app/cadences/3898163
3771727,BDR-CS: Duo CQL= Visited Feature Page | Strategic,BDR,2025-01-09,2025-10-15T11:21:45.799361-07:00,171,https://app.salesloft.com/app/cadences/3771727
3906189,BDR-CS: Duo Deep Dive Demo Webinar - Invite Copy - June 2025,BDR,2025-06-06,2025-07-22T11:41:45.029779-07:00,0,https://app.salesloft.com/app/cadences/3906189
3938080,BDR-CS: Duo Outbound - Value Driven Outbound Cadence ,BDR,2025-07-17,2025-10-29T10:33:19.632821-07:00,115,https://app.salesloft.com/app/cadences/3938080
3938458,BDR-CS: Duo Outbound Feature Heavy Auto,BDR,2025-07-17,2025-11-06T11:12:46.678608-08:00,121,https://app.salesloft.com/app/cadences/3938458
4028314,BDR-CS: Family Law Summit - Webinar Poll Follow-Up: Manage AI CQLs,BDR,2025-11-05,2025-12-17T13:18:34.409181-08:00,193,https://app.salesloft.com/app/cadences/4028314
3669362,"BDR-CS: Family Law Webinar- ""Best Practices for Family Law Firms: Tools & Tips for Intake"" ",BDR,2024-08-28,2025-09-23T10:59:14.316404-07:00,88,https://app.salesloft.com/app/cadences/3669362
3744366,BDR-CS: Family Law outbound cadence ,BDR,2024-11-21,never,0,https://app.salesloft.com/app/cadences/3744366
3745193,BDR-CS: Family and Criminal EOY outbound ,BDR,2024-11-24,2024-12-12T06:25:24.095863-08:00,31,https://app.salesloft.com/app/cadences/3745193
3742168,BDR-CS: Family law firm webinar Dec 5 Invite ,BDR,2024-11-20,2024-11-20T06:42:25.285011-08:00,0,https://app.salesloft.com/app/cadences/3742168
3740122,BDR-CS: Feature Heavy Accounting  - Auto emails,BDR,2024-11-18,2025-07-21T13:40:52.632794-07:00,0,https://app.salesloft.com/app/cadences/3740122
4035847,BDR-CS: Feature Heavy Draft Outbound - Wills & Estates/Family - COPY V.C.,BDR,2025-11-13,never,0,https://app.salesloft.com/app/cadences/4035847
3404329,BDR-CS: Feature Heavy Grow/PI,BDR,2024-02-15,2025-10-07T08:35:06.670848-07:00,1076,https://app.salesloft.com/app/cadences/3404329
3737278,BDR-CS: Goal Setting CLE (Nov 12) - Attended/Registered ,BDR,2024-11-13,2024-11-25T11:02:30.297325-08:00,648,https://app.salesloft.com/app/cadences/3737278
3735684,BDR-CS: Goal Setting CLE (Nov 12) - Demo Request,BDR,2024-11-12,2024-11-14T13:53:06.645582-08:00,50,https://app.salesloft.com/app/cadences/3735684
3603046,"BDR-CS: Grow Demo Webinar + Promo ""Watch How Law Firms Use Clio for Client Intake""   - Copy",BDR,2024-06-26,never,0,https://app.salesloft.com/app/cadences/3603046
3907120,BDR-CS: Grow Webinar June - Invite Cadence,BDR,2025-06-09,2025-06-11T13:15:32.236271-07:00,0,https://app.salesloft.com/app/cadences/3907120
3926964,BDR-CS: July 2025 Webinar Events email Invite ,BDR,2025-07-03,2025-07-29T11:29:19.361823-07:00,0,https://app.salesloft.com/app/cadences/3926964
3929610,BDR-CS: July 9th Draft Webinar email Invite,BDR,2025-07-08,2025-07-08T07:57:19.780529-07:00,0,https://app.salesloft.com/app/cadences/3929610
3926428,BDR-CS: July Duo Demo Webinar Promo,BDR,2025-07-02,2025-07-18T09:30:17.211524-07:00,0,https://app.salesloft.com/app/cadences/3926428
3916992,BDR-CS: June Duo Demo Webinar Promo,BDR,2025-06-19,2025-06-20T07:14:13.754427-07:00,0,https://app.salesloft.com/app/cadences/3916992
3948939,BDR-CS: MS Word Webinar CQL Follow-Up,BDR,2025-07-30,2025-08-08T06:40:39.461303-07:00,2,https://app.salesloft.com/app/cadences/3948939
3543045,BDR-CS: May 2024 $200 Gift Card Promotion - OLD CQLS,BDR,2024-05-15,2024-07-01T09:18:53.569073-07:00,783,https://app.salesloft.com/app/cadences/3543045
3882507,BDR-CS: May Grow Demo Webinar Promo,BDR,2025-05-12,2025-05-12T15:09:26.758879-07:00,0,https://app.salesloft.com/app/cadences/3882507
4036842,BDR-CS: Mid-Market Webinar CQL Follow-Ups (IBS),BDR,2025-11-14,never,0,https://app.salesloft.com/app/cadences/4036842
4027952,BDR-CS: November 2025 Webinar Events Email Invite,BDR,2025-11-05,2025-11-05T16:35:55.689145-08:00,0,https://app.salesloft.com/app/cadences/4027952
4035936,BDR-CS: November AI CLE - Attended CQL Follow-Up (IDS),BDR,2025-11-13,2025-11-14T12:34:27.593349-08:00,33,https://app.salesloft.com/app/cadences/4035936
3995018,BDR-CS: October 2025 Webinar Events Email Invite,BDR,2025-09-25,2025-10-09T10:31:05.580971-07:00,0,https://app.salesloft.com/app/cadences/3995018
3453882,BDR-CS: PI Summit Follow Up - Attended PI CQLs ,BDR,2024-03-20,2024-03-24T18:37:51.107742-07:00,125,https://app.salesloft.com/app/cadences/3453882
3485700,BDR-CS: PI Webinar April 10th Follow Up - Attended CQLs ,BDR,2024-04-11,2024-04-12T10:52:37.458155-07:00,1,https://app.salesloft.com/app/cadences/3485700
3935745,BDR-CS: Personal Injury Outbound Cadence PART 2 ,BDR,2025-07-15,2025-12-10T06:29:21.824390-08:00,971,https://app.salesloft.com/app/cadences/3935745
3938327,BDR-CS: Personal Injury Outbound Cadence Part 2 Shorter emails,BDR,2025-07-17,2025-10-01T09:29:45.821772-07:00,2,https://app.salesloft.com/app/cadences/3938327
3835346,"BDR-CS: STRAT Grow Demo Webinar-  ""Watch How Law Firms Use Clio for Client Intake""   ",BDR,2025-03-19,2025-03-20T15:00:52.535467-07:00,8,https://app.salesloft.com/app/cadences/3835346
3928673,BDR-CS: Scorpion Clients Outbound Cadence,BDR,2025-07-07,2025-07-23T10:19:14.617334-07:00,81,https://app.salesloft.com/app/cadences/3928673
3971065,BDR-CS: September 2025 Webinar Events Email Invite,BDR,2025-08-26,2025-09-12T12:24:12.103281-07:00,0,https://app.salesloft.com/app/cadences/3971065
3835352,"BDR-CS: VELOCITY Grow Demo Webinar-  ""Watch How Law Firms Use Clio for Client Intake""",BDR,2025-03-19,2025-12-05T07:07:40.895296-08:00,12,https://app.salesloft.com/app/cadences/3835352
3486165,BDR-CS: Webinar + Offer- Personal Injury - How to Manage Medical Records and Settlements - Project Catalyst,BDR,2024-04-11,2024-04-15T13:50:58.822153-07:00,51,https://app.salesloft.com/app/cadences/3486165
3597292,BDR-CS: Webinar - Personal Injury - How to Manage Medical Records and Settlements ,BDR,2024-06-20,2024-09-19T10:26:58.633625-07:00,51,https://app.salesloft.com/app/cadences/3597292
3317987,"BDR-CS: Webinar 11-15-2023 - How to Automate Your Firm With Clio, Registered or Attended",BDR,2023-11-15,2023-12-01T11:01:32.646683-08:00,120,https://app.salesloft.com/app/cadences/3317987
3327160,"BDR-CS: Webinar 11-28-2023 -  ""Watch How Law Firms Use Clio for Client Intake""",BDR,2023-11-27,2023-11-29T18:36:04.990198-08:00,31,https://app.salesloft.com/app/cadences/3327160
3336904,"BDR-CS: Webinar 12-05-2023 -  ""Annual Planning for Law Firms""",BDR,2023-12-06,2023-12-13T10:24:48.422002-08:00,128,https://app.salesloft.com/app/cadences/3336904
3340563,"BDR-CS: Webinar 12-14-2023 -  ""Watch How Law Firms Use Clio for Client Intake"" ",BDR,2023-12-11,2024-06-27T16:40:49.093821-07:00,16,https://app.salesloft.com/app/cadences/3340563
3398353,BDR-CS: Webinar Personal Injury FU - How to Manage Medical Records and Settlements,BDR,2024-02-12,2024-12-10T08:21:15.249154-08:00,340,https://app.salesloft.com/app/cadences/3398353
3926522,BDR-CS: Wills & Estates Customer Webinar ,BDR,2025-07-02,2025-07-09T07:43:52.729456-07:00,0,https://app.salesloft.com/app/cadences/3926522
3691802,BDR-Customer Sales - CQL pre call  ,BDR,2024-09-24,2025-08-07T17:11:04.423190-07:00,233,https://app.salesloft.com/app/cadences/3691802
3932625,BDR-D Doc Auto Intro- California,BDR,2025-07-10,2025-08-07T08:30:14.031290-07:00,48,https://app.salesloft.com/app/cadences/3932625
3677062,BDR-MM - AQL pre call ,BDR,2024-09-06,2025-01-14T10:28:31.268675-08:00,369,https://app.salesloft.com/app/cadences/3677062
3346128,BDR-MM - Account Revival - Re-Engage ,BDR,2023-12-18,2024-06-18T10:14:55.693847-07:00,8,https://app.salesloft.com/app/cadences/3346128
3275977,BDR-MM - BMC Webinar Webinar Download ,BDR,2023-10-06,2023-12-08T11:12:27.924317-08:00,38,https://app.salesloft.com/app/cadences/3275977
3327740,BDR-MM - Direct Mail Follow-up MM LTR + Donuts - Target Accounts (OLD),BDR,2023-11-28,never,0,https://app.salesloft.com/app/cadences/3327740
3396150,BDR-MM - Firm Central - Nurture Followup ,BDR,2024-02-08,2024-06-14T13:50:55.846161-07:00,39,https://app.salesloft.com/app/cadences/3396150
3665554,BDR-MM - G2,BDR,2024-08-23,never,0,https://app.salesloft.com/app/cadences/3665554
3342264,BDR-MM - General - Quick Call Cadence,BDR,2023-12-12,2024-01-15T13:36:39.484890-08:00,1,https://app.salesloft.com/app/cadences/3342264
2987010,BDR-MM - General Cold Outbound/Multi Thread ,BDR,2023-02-13,2025-05-22T06:52:47.869106-07:00,764,https://app.salesloft.com/app/cadences/2987010
3351134,BDR-MM - Intent/Websights - Billing,BDR,2024-01-01,2025-01-20T09:00:13.764387-08:00,28,https://app.salesloft.com/app/cadences/3351134
3351139,BDR-MM - Intent/Websights - Case Management ,BDR,2024-01-01,2024-02-13T14:28:01.658386-08:00,2,https://app.salesloft.com/app/cadences/3351139
3377725,BDR-MM - Legacy Software - Prospecting,BDR,2024-01-25,2024-03-01T07:44:10.579150-08:00,75,https://app.salesloft.com/app/cadences/3377725
3000968,BDR-MM - Legal Trends Report 2022 - Prospecting ,BDR,2023-02-22,2023-10-11T15:24:55.999352-07:00,116,https://app.salesloft.com/app/cadences/3000968
3349445,BDR-MM - Legal Week - DMs,BDR,2023-12-21,2025-03-17T11:28:12.074454-07:00,188,https://app.salesloft.com/app/cadences/3349445
3037144,BDR-MM - Meaningful Touch,BDR,2023-03-17,2024-03-08T13:56:52.063940-08:00,9,https://app.salesloft.com/app/cadences/3037144
3255827,BDR-MM - Multithread,BDR,2023-09-20,2024-05-02T15:05:12.121980-07:00,18,https://app.salesloft.com/app/cadences/3255827
2847733,BDR-MM - NYC Meetup Invitation Low Touch - Prospecting,BDR,2022-10-20,2022-11-04T15:26:31.300552-07:00,0,https://app.salesloft.com/app/cadences/2847733
3261122,BDR-MM - PCLaw Displacement Reboot - Prospecting,BDR,2023-09-25,2024-06-20T07:59:02.367408-07:00,15,https://app.salesloft.com/app/cadences/3261122
3249221,BDR-MM - Partners - Utilization ,BDR,2023-09-13,2023-12-19T11:29:42.010483-08:00,460,https://app.salesloft.com/app/cadences/3249221
3289861,BDR-MM - Personal Injury Add-On - Prospecting,BDR,2023-10-19,2025-04-18T07:28:38.092167-07:00,274,https://app.salesloft.com/app/cadences/3289861
3218031,BDR-MM - Practice Areas 1 - All DM - Aug 23,BDR,2023-08-16,2024-01-26T07:48:47.651881-08:00,907,https://app.salesloft.com/app/cadences/3218031
3304927,BDR-MM - TA Autobound - ATL,BDR,2023-11-02,2023-11-16T07:08:11.776979-08:00,121,https://app.salesloft.com/app/cadences/3304927
3304513,BDR-MM - TA Autobound - BTL,BDR,2023-11-02,2023-11-17T12:09:15.696992-08:00,130,https://app.salesloft.com/app/cadences/3304513
3279560,BDR-MM - Target Accounts - Paralegals ,BDR,2023-10-10,2024-02-07T16:33:19.719017-08:00,12,https://app.salesloft.com/app/cadences/3279560
3006540,BDR-MM - Target Accounts - Partners,BDR,2023-02-27,2024-03-26T08:40:45.159965-07:00,268,https://app.salesloft.com/app/cadences/3006540
3224288,BDR-MM - Territory Revival AQL ,BDR,2023-08-22,2023-11-22T10:05:25.823157-08:00,18,https://app.salesloft.com/app/cadences/3224288
3287161,BDR-MM - Uptime Legal  Webinar Download,BDR,2023-10-17,2023-10-26T11:24:04.817544-07:00,8,https://app.salesloft.com/app/cadences/3287161
3351531,BDR-MM - Websights - Billing/Time/Payments,BDR,2024-01-02,2025-01-10T14:13:40.651388-08:00,9,https://app.salesloft.com/app/cadences/3351531
3351661,BDR-MM - Websights - Case Management,BDR,2024-01-02,2024-06-11T14:21:28.933624-07:00,5,https://app.salesloft.com/app/cadences/3351661
4017166,BDR-MM ClioCon 2025 Follow Up -,BDR,2025-10-22,2025-11-10T09:34:04.143493-08:00,119,https://app.salesloft.com/app/cadences/4017166
2990285,BDR-MM- High Growth,BDR,2023-02-14,2023-04-12T06:59:18.646470-07:00,401,https://app.salesloft.com/app/cadences/2990285
3717573,BDR-MM-Alumni/Movers 2024,BDR,2024-10-22,never,0,https://app.salesloft.com/app/cadences/3717573
3132702,BDR-S - AE Field Trip - Meeting Invitations,BDR,2023-05-31,never,0,https://app.salesloft.com/app/cadences/3132702
3845900,BDR-S - AMA Blast One Off,BDR,2025-04-01,2025-04-01T08:29:49.218845-07:00,0,https://app.salesloft.com/app/cadences/3845900
3649827,BDR-S - AQL - Artificial Intelligence (AI),BDR,2024-08-08,2024-12-12T15:06:38.827630-08:00,232,https://app.salesloft.com/app/cadences/3649827
2974769,BDR-S - AQL - Follow-Up - DO NOT USE!!!!! ,BDR,2023-02-03,2024-08-02T06:54:03.208808-07:00,12387,https://app.salesloft.com/app/cadences/2974769
3662792,BDR-S - AQL pre call ,BDR,2024-08-21,2025-09-08T06:25:12.766963-07:00,62,https://app.salesloft.com/app/cadences/3662792
3923089,BDR-S - AQL showing Intent - July 2025,BDR,2025-06-28,2025-07-28T14:30:18.349647-07:00,248,https://app.salesloft.com/app/cadences/3923089
3625052,BDR-S - Accounting Prospect Launch SL Cadence,BDR,2024-07-16,2024-12-03T11:57:29.331646-08:00,347,https://app.salesloft.com/app/cadences/3625052
3621898,BDR-S - CL Pricing - 2 months Free,BDR,2024-07-12,2024-07-26T10:50:30.633973-07:00,173,https://app.salesloft.com/app/cadences/3621898
3396822,BDR-S - Call List Initiative 2024,BDR,2024-02-09,2024-04-17T10:14:29.999595-07:00,2271,https://app.salesloft.com/app/cadences/3396822
3218729,BDR-S - Capterra Intent - Email Only,BDR,2023-08-17,2023-08-21T17:37:23.222683-07:00,0,https://app.salesloft.com/app/cadences/3218729
3210475,BDR-S - Capterra Intent - Prospecting,BDR,2023-08-09,2023-08-28T08:01:54.680695-07:00,502,https://app.salesloft.com/app/cadences/3210475
3218543,BDR-S - Capterra Intent - Prospecting V2 (Daily Signals),BDR,2023-08-16,2023-09-20T10:17:11.023983-07:00,676,https://app.salesloft.com/app/cadences/3218543
3222621,BDR-S - Capterra Intent - Prospecting V3 (Daily Signals),BDR,2023-08-21,never,0,https://app.salesloft.com/app/cadences/3222621
3620528,BDR-S - ClioCon 2024 - Pre Event Outreach - Texas Firms,BDR,2024-07-11,never,0,https://app.salesloft.com/app/cadences/3620528
3620555,BDR-S - ClioCon 2024 - Pre Event Outreach - Texas Firms - EMAIL ONLY,BDR,2024-07-11,never,0,https://app.salesloft.com/app/cadences/3620555
3921569,BDR-S - Closed Lost Showing Intent - July 2025,BDR,2025-06-26,2025-07-28T11:28:47.914460-07:00,172,https://app.salesloft.com/app/cadences/3921569
3592697,BDR-S - Cold Email Only (Regie),BDR,2024-06-18,2024-06-24T02:32:48.865586-07:00,0,https://app.salesloft.com/app/cadences/3592697
3497744,BDR-S - Cold Email Only - 2024 ,BDR,2024-04-19,2024-12-17T08:34:58.207366-08:00,0,https://app.salesloft.com/app/cadences/3497744
3572337,BDR-S - Cold Outbound  - V2,BDR,2024-06-01,2024-12-19T11:00:28.862614-08:00,877,https://app.salesloft.com/app/cadences/3572337
3421702,BDR-S - Consensus - AQL 2024,BDR,2024-02-27,2024-05-17T06:41:42.703624-07:00,1312,https://app.salesloft.com/app/cadences/3421702
3422627,BDR-S - Consensus - Call List Initiative 2024,BDR,2024-02-28,2024-04-16T08:30:14.066633-07:00,1558,https://app.salesloft.com/app/cadences/3422627
3422644,BDR-S - Consensus - NO SHOW - Aggressive Cadence - Engage - V2,BDR,2024-02-28,2025-06-02T13:43:31.039849-07:00,104,https://app.salesloft.com/app/cadences/3422644
3422610,BDR-S - Consensus - Nurture MQLs 2024,BDR,2024-02-28,2024-12-02T10:02:06.642313-08:00,1042,https://app.salesloft.com/app/cadences/3422610
3421749,BDR-S - Consensus - TR - Previous Closed Lost - Prospecting - V1 ,BDR,2024-02-27,2024-12-24T18:36:39.985704-08:00,2583,https://app.salesloft.com/app/cadences/3421749
4048478,BDR-S - Coyote Analytics Sunset Outreach Dec 2025 ,BDR,2025-12-03,2025-12-09T10:06:07.332381-08:00,6,https://app.salesloft.com/app/cadences/4048478
3046251,BDR-S - Customer Near You - Denver,BDR,2023-03-24,2023-04-13T07:11:46.858124-07:00,41,https://app.salesloft.com/app/cadences/3046251
3024499,BDR-S - Customer Near You - LA,BDR,2023-03-09,2023-04-13T07:39:02.250485-07:00,622,https://app.salesloft.com/app/cadences/3024499
3024833,BDR-S - Customer Near You - NC,BDR,2023-03-09,2023-04-13T07:22:22.927805-07:00,53,https://app.salesloft.com/app/cadences/3024833
3026052,BDR-S - Customer Near You - NYC,BDR,2023-03-10,2023-06-09T13:32:22.424787-07:00,322,https://app.salesloft.com/app/cadences/3026052
3026972,BDR-S - Customer Near You - Philadelphia,BDR,2023-03-11,2023-04-13T07:18:37.834607-07:00,334,https://app.salesloft.com/app/cadences/3026972
3046252,"BDR-S - Customer Near You - Washington, VA",BDR,2023-03-24,2023-06-29T19:36:38.791332-07:00,114,https://app.salesloft.com/app/cadences/3046252
3914066,"BDR-S - Customers Near You -  Cantor, Wolff, Nicastro & Hall - New York",BDR,2025-06-17,never,0,https://app.salesloft.com/app/cadences/3914066
3914026,BDR-S - Customers Near You -  Hemmat Law - Seattle,BDR,2025-06-17,never,0,https://app.salesloft.com/app/cadences/3914026
3914051,BDR-S - Customers Near You -  Pritzker Hageman - Minneapolis,BDR,2025-06-17,never,0,https://app.salesloft.com/app/cadences/3914051
3168221,BDR-S - Customers Near You - Customized Prospecting,BDR,2023-06-30,2023-10-25T13:32:13.399997-07:00,9,https://app.salesloft.com/app/cadences/3168221
2981299,BDR-S - DM/Owner - Prospecting  - Rev 1 - Email Only SR,BDR,2023-02-08,never,0,https://app.salesloft.com/app/cadences/2981299
3087452,BDR-S - DO NOT USE,BDR,2023-04-25,2024-04-02T12:31:00.599852-07:00,5315,https://app.salesloft.com/app/cadences/3087452
2981281,BDR-S - DO NOT USE!,BDR,2023-02-08,2024-04-01T11:16:45.306658-07:00,0,https://app.salesloft.com/app/cadences/2981281
3835638,BDR-S - Email Only - AI,BDR,2025-03-20,2025-06-02T15:00:41.017618-07:00,0,https://app.salesloft.com/app/cadences/3835638
3824694,BDR-S - Enriched Accounts - Family Law - Prospecting,BDR,2025-03-09,2025-06-03T14:00:18.823317-07:00,332,https://app.salesloft.com/app/cadences/3824694
3824685,BDR-S - Enriched Accounts - Generic Attorney - Prospecting,BDR,2025-03-09,2025-05-29T08:23:59.218955-07:00,3784,https://app.salesloft.com/app/cadences/3824685
3824702,BDR-S - Enriched Accounts - Personal Injury - Prospecting,BDR,2025-03-09,2025-06-02T12:46:15.025890-07:00,714,https://app.salesloft.com/app/cadences/3824702
3307700,BDR-S - EoY Bundle Series ,BDR,2023-11-06,2023-12-19T12:30:44.970765-08:00,0,https://app.salesloft.com/app/cadences/3307700
3660392,BDR-S - G2,BDR,2024-08-20,2025-02-06T02:25:54.453090-08:00,0,https://app.salesloft.com/app/cadences/3660392
3169271,BDR-S - Hiring Firms,BDR,2023-07-03,2023-07-07T12:58:42.300759-07:00,0,https://app.salesloft.com/app/cadences/3169271
3662769,BDR-S - Hot Leads - Call Only Cadence,BDR,2024-08-21,2025-01-06T13:51:30.795308-08:00,102,https://app.salesloft.com/app/cadences/3662769
3760568,BDR-S - Intent - Billing - January 2025,BDR,2024-12-16,2025-02-03T12:19:59.250775-08:00,847,https://app.salesloft.com/app/cadences/3760568
3779084,BDR-S - Intent - Management - January 2025,BDR,2025-01-18,2025-01-31T07:33:36.666993-08:00,54,https://app.salesloft.com/app/cadences/3779084
3792626,BDR-S - Intent - Strong Signal ,BDR,2025-02-04,2025-04-25T06:53:01.211331-07:00,385,https://app.salesloft.com/app/cadences/3792626
3792718,BDR-S - Intent - Strong Signal  - Sendoso,BDR,2025-02-04,2025-04-03T10:38:42.081359-07:00,9,https://app.salesloft.com/app/cadences/3792718
3755412,BDR-S - Intent AI - Dec24,BDR,2024-12-09,2025-01-09T12:09:10.064813-08:00,0,https://app.salesloft.com/app/cadences/3755412
3791114,BDR-S - Intent Email Only - 2025 - V1,BDR,2025-02-03,2025-06-03T23:10:35.984056-07:00,0,https://app.salesloft.com/app/cadences/3791114
3752387,BDR-S - Intent V1 - Copy,BDR,2024-12-04,never,0,https://app.salesloft.com/app/cadences/3752387
3269581,BDR-S - JM Intent Email Only - Billing & Invoice,BDR,2023-10-03,2023-12-07T11:39:29.340164-08:00,0,https://app.salesloft.com/app/cadences/3269581
3266421,"BDR-S - JM Intent Email Only - Lead, Document Management & Legal Technology",BDR,2023-09-29,2023-12-10T21:06:29.384565-08:00,0,https://app.salesloft.com/app/cadences/3266421
3269869,BDR-S - JM Intent Email Only - Legal Operations,BDR,2023-10-03,2023-12-10T21:06:11.446532-08:00,0,https://app.salesloft.com/app/cadences/3269869
3283479,BDR-S - JM PI Email Only,BDR,2023-10-13,2023-11-06T13:03:02.548133-08:00,0,https://app.salesloft.com/app/cadences/3283479
3197163,BDR-S - JM WebSights Email Only,BDR,2023-07-28,2024-03-13T12:39:20.005982-07:00,0,https://app.salesloft.com/app/cadences/3197163
3491174,BDR-S - JM WebSights Email Only - 2024,BDR,2024-04-16,2025-01-06T19:06:16.526981-08:00,0,https://app.salesloft.com/app/cadences/3491174
